Unnamed: 0,created_at,user_id,username,tweet,english
10,2020-06-30 04:33:43 SE Asia Standard Time,707761506083954688,paketdatacom,kuota internet telkomsel  https://t.co/AxoGmifYHN #telkomselflash #kuotamurah #jualan #olshop #SEO #web WA 089635111111 BBM:585BE691 #pulsaonline,https://t.co/AxoGmifYHN telkomsel internet quota #telkomselflash #kuotamurah #jualan #olshop #SEO #web WA 089635111111 Fuel: 585BE691 #pulsaonline
11,2020-06-30 03:02:32 SE Asia Standard Time,1306155535,surabayaholic,"Promo Internet Murah Telkomsel, XL, Indosat dan Tri Mulai Rp 30 Ribu, Ini Cara Daftar dan Mengaktifkan  https://t.co/AoKxjq3Liy","Cheap Internet Promo Telkomsel, XL, Indosat and Tri From Rp 30 thousand, It's How to Register and Activate https://t.co/AoKxjq3Liy"
12,2020-06-30 01:05:35 SE Asia Standard Time,100185493,marjinaled,Tolong min @Telkomsel  kenapa setiap mau aktifkan/nonaktifkan fitur internet selalu begini via dial *363*213#  https://t.co/ouievZ2eqD,Please min @Telkomsel why each would enable / disable the feature of the Internet is always so via dial * 363 * 213 # https://t.co/ouievZ2eqD
13,2020-06-30 01:03:31 SE Asia Standard Time,1075673058931806208,indihome,"@ikhsanadhyasa @Telkomsel @byu_id Hallo Kak, maaf atas ketidaknyamanannya. Berkenan informasikan no internet agar kami bisa cek pada jaringanya. Terima Kasih -Ilham","@ikhsanadhyasa @Telkomsel @byu_id Hello Sister, sorry for the inconvenience. Is pleased to inform no internet so that we could check in their networks. Thanks -Ilham"
14,2020-06-30 00:19:45 SE Asia Standard Time,710050002,edy18prayogo,Paket internet @Telkomsel apa yang bisa untuk nonton kartun di aplikasi Nickelodeon Play?,Internet packages can @Telkomsel what to watch cartoons on Nickelodeon Play app?
15,2020-06-29 23:46:23 SE Asia Standard Time,1153944196337684480,kalokamubisa,"Aku lupa kalo paket combo internet aku habis tgl 28 kemaren, dan pulsa ada sisa 27ribuan.. Hari ini aku telepon pake nomor Telkomsel, dan di tengah jalan putus dong telponnya.. tau nya pulsa aku habis😭 Sakit tapi ngga berdarah","I forget if I finished the internet combo pack date 28 yesterday, and no residual pulse 27ribuan .. Today I use the phone number of Telkomsel, and in the middle of the road broke his dong tau pulse the phone .. I habis😭 Hospital but bloody guns"
16,2020-06-29 23:32:01 SE Asia Standard Time,1731177680,masaziz56,"By.u lagi ada trouble ya min? @byu_id @Telkomsel nggak kaya biasanya internet sampe nggak bisa muncul gini, apa jangan² karena paket unlimited?","By.u again there is trouble ya min? @byu_id @Telkomsel not rich until the internet usually can not emerge Look, what jangan² for the unlimited package?"
17,2020-06-29 23:28:40 SE Asia Standard Time,1128308128557047808,yasalaam__,@ulat_nakal_u18 @spartanusman @Telkomsel Positif thinking aja mgkin itu paket internet @telkomsel supreme,@ Ulat_nakal_u18 @spartanusman @Telkomsel Positive thinking it's just mgkin supreme @telkomsel internet packages
18,2020-06-29 23:22:21 SE Asia Standard Time,788126738933018625,marco_arkan,@Telkomsel dari pagi hingga malam ini..internet beku... Wilayah jombang sudimara tangerang selatan ...😭😭😭 Hak bisa apa2 gw,@Telkomsel from morning to night ini..internet frozen ... Region jombang Sudimara south ... 😭😭😭 Rights tangerang can apa2 gw
19,2020-06-29 23:17:13 SE Asia Standard Time,250545123,fauzibnu,@byu_id tepat 1 jam 10 menit jaringan internet  mati dr jam 10.00-11.10 td. Ada apa ya kok ganggu bgt? Padahal simpati aman sama-sama telkomsel,@byu_id exactly 1 hour and 10 minutes to die internet network dr td 10:00 to 11:10 hours. There are what really bother bgt ya? Though equally safe sympathy telkomsel
20,2020-06-29 23:16:35 SE Asia Standard Time,1272705272159453184,brianstornn,"untung kebanyakan orang pake by.u buat secondary provider ya at least pada punya back up buat konek ke internet, gimana coba kl telkomsel yg jaringannya mati apa ga dibumihanguskan itu grapari","fortunately most people use a secondary provider yes by.u create at least on have a back up for connecting to the Internet, how to try telkomsel kl ga mouth tissue has died of what was burned down GraPARI"
21,2020-06-29 23:13:59 SE Asia Standard Time,2327248790,a_wilanda_p,@Telkomsel @72Yomam @BYU @byu_id gimana mau nyambung min internet aja g bisa ini Internet pakai warung sebelah,@Telkomsel @ 72Yomam @BYU @byu_id how can connect internet aja g min can use this Internet shop next door
22,2020-06-29 23:11:14 SE Asia Standard Time,1233338555402838017,wawaduxan,"@Telkomsel min saya mau beli paket data, tapi di aplikasi my telkomsel ga ada pilihan paket data internet  https://t.co/hcrKrlSbga","@Telkomsel min I want to buy a packet of data, but in my application telkomsel ga selection of internet data packets https://t.co/hcrKrlSbga"
23,2020-06-29 22:55:18 SE Asia Standard Time,171850733,gungsprabowo,@Telkomsel Bukan lambat tapi memang gak bisa akses internet,@Telkomsel not slow but it can not access the internet
24,2020-06-29 22:46:23 SE Asia Standard Time,2465418108,boojiaww,"@Telkomsel Sinyal internet hilang kak, saya ojol sedang melakukan pengantarn.. karena tidak kunjung terkoneksi kembali ke internet saya sampai harus beli kartu lain, beli paket lagi.. tolong dong kak.. lain kali ada pemberitahuan supaya atleast saya bisa jaga2...repot kalo kayak gini","@Telkomsel internet signal is lost kak, I'm doing pengantarn ojol .. because it does not go back to the Internet connected me to have to buy another card, buy the package again .. please dong kak .. Another time there was a notice that I could jaga2 atleast ... bother if like this"
25,2020-06-29 22:41:22 SE Asia Standard Time,1265105665262927873,barli02134663,"😠 hingga @telkomsel karena sinyal l…  Telkomsel di Indonesia: kecepatan, kinerja, pemadaman dan ulasan pengguna 👉  https://t.co/SNiOW6fnMp  #fing #internet #Telkomsel  via @fingapp @outagedetect","😠 until @telkomsel for signal l ... Telkomsel in Indonesia: speed, performance, outages and user reviews 👉 https://t.co/SNiOW6fnMp #fing #internet #Telkomsel via @fingapp @outagedetect"
26,2020-06-29 22:12:59 SE Asia Standard Time,1191529333841547265,perlendirana,"Suda 1 minggu sejak masyarakat demo protes @Telkomsel di wamena karena internet super duper lelet dan sekarang jaringan tambah hancur. Sinyal timbul-tenggelam. Telkomsel balas dendam kepada masyarakat yg demo, dia kasi liat siapa yg butuh siapa. Memang tra ada harapan wamena ini","Suda one week since society @Telkomsel protest demo in Wamena for internet super duper slow and now the network into more chaos. Intermittent Signals. Telkomsel revenge on the society that demo, he kasi clay anyone who needs whom. Indeed, there is no hope of Wamena's tra"
27,2020-06-29 21:45:11 SE Asia Standard Time,194864778,jupraw,@Telkomsel Kok sinyal internet ada tapi internetnya ga jalan yaa,@Telkomsel Kok No internet signal but the internet ga yaa
28,2020-06-29 21:31:54 SE Asia Standard Time,1130750932696817664,titik_bukancoma,"@Telkomsel Mungkin, klu internet lokal kok tak bisa di gunakan ya? 🙏🏻","@Telkomsel Perhaps, local internet Klu why not be in use it? 🙏🏻"
29,2020-06-29 21:29:48 SE Asia Standard Time,1220665850807455749,ulat_nakal_u18,Mungkin nyai #nikitamirzani bisa coba beli kuota internet @Telkomsel dengan memakai kode seperti pict dibawah ini 😁  https://t.co/JsfB8hWzJs,Maybe nyai #nikitamirzani could try buying quota @Telkomsel internet by using code like the following pict 😁 https://t.co/JsfB8hWzJs
30,2020-06-29 21:00:00 SE Asia Standard Time,187597233,shintapriani,Udh bbrp bulan internet @Telkomsel kacau nya ampun,UDH bbrp in its chaotic @Telkomsel internet forgiveness
31,2020-06-29 20:53:28 SE Asia Standard Time,1133625433,nambelban,"@Telkomsel Btw min bukan sinyal lambat, tapi sama sekali gak ada sinyal, tanpa wifi. Jaringan internet saya mati total.","Btw min @Telkomsel not slow signals, but there is absolutely no signal, no wifi. My internet network totally dead."
32,2020-06-29 20:52:52 SE Asia Standard Time,1133625433,nambelban,@Telkomsel Iya sinyal internet. Berapa lama lagi min kira2?,Yes @Telkomsel internet signal. How much longer min kira2?
33,2020-06-29 20:48:36 SE Asia Standard Time,1274610665143980034,alfifishyelf,@thunderzbolt makanya itu kak wkwkwk klo telkomsel sih iya kak kena internet positif wkwkw,@thunderzbolt wkwkwk so it kak kak Klo telkomsel heck yeah positive internet hit wkwkw
34,2020-06-29 20:15:22 SE Asia Standard Time,515026606,rsc_hiroda,Halo admin @Telkomsel apakah lg gangguan ? Sinyalnya 4G tapi gabisa buka medsos sama internet. Kuota jg msh ada. Udh di-restart tetep gabisa,Hello admin @Telkomsel whether lg interference? 4G signal but gabisa same medsos open internet. Jg msh existing quota. UDH restarted tetep gabisa
35,2020-06-29 19:56:38 SE Asia Standard Time,368222476,sayaejes,@Telkomsel sinyal lg kenapa yah? Statusnya No Internet Access tapi signal penuh..,Lg signal @Telkomsel why yah? No Internet Access status but full signal ..
36,2020-06-29 19:39:47 SE Asia Standard Time,986004787,arikusdiyanto1,Pakai internet TELKOMSEL sulit ama klu udah masuk dalam rumah.. 🙆 Kaya gx tembus tembok aja,Wear hard ama Klu TELKOMSEL internet already entered the house .. 🙆 Rich wrote gx translucent wall
37,2020-06-29 19:12:49 SE Asia Standard Time,1027650175647408128,hatirinie,@Telkomsel Masih belum ya min? Bapakku dah uring2an min seharian ga connect internet gabisa liat jokes2 dari groupnya:(,@Telkomsel min Still not ya? My father uring2an min dah ga day of internet connect gabisa clay jokes2 of its group :(
38,2020-06-29 18:48:13 SE Asia Standard Time,297141599,nieyzar_,"Telkomsel kok beberapa hari ini jelek bgt ya internetnya, berasa internet murahan","Telkomsel's why some days yes internet bgt ugly, tasteless cheap internet"
39,2020-06-29 18:45:15 SE Asia Standard Time,74956401,dellaoi,@Telkomsel ya nggak bisa konek ke internet. saya sudah reboot hp juga nggak bisa.,@Telkomsel ya can not connect to the internet. I've rebooted hp also can not.
40,2020-06-29 18:31:34 SE Asia Standard Time,617327643,lovelyretta,@telkomsel di sekitar setiabudi kenapa sik?? ada signal tapi ga konek internet..,@telkomsel around Setiabudi why sik ?? No signal but could not connect the internet ..
41,2020-06-29 18:19:52 SE Asia Standard Time,1267679552991399936,blindhe49747215,@Telkomsel aku gk permasalahkan lagi jaringan internet kalian kenapa kalian harus memaksa aku makan nasi busuk selama 3 bln ? apakah kalian pikir aku terlalu bodoh mau kalian tipu,I gk permasalahkan again @Telkomsel internet network you why you have to force me to eat rice rotten for 3 months? do you think I'm too stupid want you hokey
42,2020-06-29 18:07:25 SE Asia Standard Time,1098553969347985408,ciaoobelaaaa,@subtanyarl Aku pengen beli tapi nanya2 dulu bole jg nih trik Internet gratis Telkomsel terbaru lowongan kerja sama dengan perjalanan waktu yang lama dan tidak seiman dan batin itu yg di blacklist nah aku bingung itu yg di blacklist nah aku bingung itu yg di blacklist nah aku bingung itu yg,@subtanyarl I want to buy but nanya2 first bole jg nih latest trick free Internet Telkomsel same job by traveling a long time and is not a believer and the inner mouth to blacklist nah I confused it had a blacklist nah I confused it had a blacklist nah I'm confused the mouth
43,2020-06-29 17:59:28 SE Asia Standard Time,577125716,rofiqokvianto,Min @Telkomsel @kartuHalo kenapa saya ga bisa akses internet dari tadi ya? Mohon dengan sangat bantuannya.,Min @Telkomsel @kartuHalo why I can not access the internet from earlier huh? Implore his help.
44,2020-06-29 17:54:05 SE Asia Standard Time,257109797,hari_md,"@Telkomsel min, sinyal internet saya kok tidak muncul ya. Pdahal sinyal saya sdh full. Mulai drtdi min udh sy pindah krtu ke hp lain jg ttap sj. Mohon dibantu","@Telkomsel min, internet signal I really do not appear so, Pdahal me SDH signal full. Start drtdi min UDH krtu sy moved to another hp jg ttap sj. Please help"
45,2020-06-29 17:53:10 SE Asia Standard Time,206990834,penuh_dosa_,"@Telkomsel Kesehatan raga sih dijaga, tapi kesehatan jiwa nih, esmosi kalo jaringan internet kalian kaga cepet diperbaiki, astagfirullah","Health @Telkomsel body does guarded, but mental health ya, esmosi umm if your internet network cepet repaired, Astagfirullah"
46,2020-06-29 17:46:48 SE Asia Standard Time,2433589086,sukma_polinela,"""Polinela Berikan Kuota Internet 8 GB, Pudir III : Tidak Ada Pemotongan UKT Bulan Juni"" . . Politeknik Negeri Lampung (Polinela) memberikan subsidi berupa kuota internet Telkomsel sebesar 8 GB (Gygabyte) pada Senin (29/06/2020) kepada mahasiswa dan dosen dalam mendukung  https://t.co/dbKvSXRmU7","""Give Polinela Internet Quota 8 GB, Pudir III: No Cutting UKT in June"". , Lampung State Polytechnic (Polinela) subsidizes Telkomsel internet quota of 8 GB (Gygabyte) on Monday (6/29/2020) to students and faculty in support https://t.co/dbKvSXRmU7"
47,2020-06-29 17:32:09 SE Asia Standard Time,1252945132120190981,unsoedfess1963,Jends kalian yg dpt kouta internet dari unsoed pake provider apa aja? Aku telkomsel belum lama ini tiba2 keisi 13 giga tp gak ada tulisan dari kampus. Ada yg sama?,Jends you pervasive quota of PKA internet providers use any kind? I telkomsel recently keisi 13 giga tp tiba2 not have any posts from campus. There is the same thing?
48,2020-06-29 17:23:37 SE Asia Standard Time,1087631454484324352,helmise27428283,"@Telkomsel  Min, padahal saya masih ada paket internet, tapi kenapa yang terpakai pulsa? Padahal masih ada sisa waktu 2 hari. Pulsa saya tadinya 22 ribu, sekarang jadi 17 ribu  https://t.co/7vgruLBd4i","@Telkomsel Min, but I still have an internet package, but why are unused credit? Though there are still remaining within 2 days. My pulse was 22 thousand, now so 17 thousand https://t.co/7vgruLBd4i"
49,2020-06-29 17:03:53 SE Asia Standard Time,71546007,andhimar,"Saya punya 2 nomor Kartu HALO, keduanya mengalami masalah internet sejak tadi subuh. Tagihan sudah dibayar tepat waktu. Ada apa ya @Telkomsel ?","I have 2 HALO card numbers, both experiencing internet problems since before dawn. The bill has been paid on time. There is what @Telkomsel huh?"
50,2020-06-29 17:03:47 SE Asia Standard Time,1251991405,aam_nugroho,"Buset, baru sebulan dirumah udah 2 kali daftarin paket internet, mana pake telkomsel yg 22GB (110rb). Ini juga dah mau abis lagi. Rekomendasiin dong gaes paket internet lain yang lebih ""bersahabat"". Wkwk","My gosh, just a month after already 2 times daftarin home internet packages, which use telkomsel who 22GB (110rb). It also wants abis dah again. Rekomendasiin dong gaes other internet packages more ""friendly"". wkwk"
51,2020-06-29 16:56:54 SE Asia Standard Time,1682611170,bchingsn,Boleh dibantu refresh jaringan di nomer ini 081285236337 @Telkomsel karena sinyal internet dan sinyal biasanya hilang semua.,May help refresh the network at this number 081285236337 @Telkomsel because the internet signal and the signal is usually gone.
52,2020-06-29 16:50:58 SE Asia Standard Time,233173243,aryanidita,"@Telkomsel Min mau tanya, apakah jika pembelian internet dan kartu di kota subang , tidak bisa dipakai di kota jakarta kah ?","Min @Telkomsel want to ask, what if the internet and card purchases in town earring, can not be used in the city of Jakarta kah?"
53,2020-06-29 16:32:05 SE Asia Standard Time,948565422797856768,infojawaban,(new) Kode Dial Paket Internet Murah Telkomsel Murah ( 3GB + 30 Menit + Cashback Pulsa 15.000 hanya Rp.15.000)  https://t.co/l2BcXzOcFe (update)  https://t.co/B7j8Weqs0U,"(New) Dial Code Internet Package Offers Cheap Telkomsel (3GB + 30 minutes + Cashback Voucher 15,000 only 15,000) https://t.co/l2BcXzOcFe (update) https://t.co/B7j8Weqs0U"
54,2020-06-29 15:55:11 SE Asia Standard Time,736091346411212800,taehanyabts,"RT Telkomsel: adit_bowo Hai, Kak Aditya. Maaf ya Kak udah bikin ga nyaman. Terkait kendala tidak bisa akses internet, Mimin infokan saat ini sedang ada peningkatan sistem layanan kami. Diharapkan dapat selesai secepatnya. Terima kasih untuk tetap menggunakan produk Telkomsel…","RT Telkomsel: adit_bowo Hi, brother Aditya. Sorry Kak ya ga've made comfortable. Related constraints can not access the Internet, Mimi infokan nowadays there is an increase in our service system. Expected to be completed as soon as possible. Thank you to keep using the product Telkomsel ..."
55,2020-06-29 15:46:31 SE Asia Standard Time,43027141,ghanini,@FessPonti Penyedia jaringan internet dari Telkomsel. Kate halaman situsnya bisa pesan online dan diambil di Indomaret,@FessPonti Internet network provider of Telkomsel. Kate could be a message from his pages online and taken Indomaret
56,2020-06-29 15:43:10 SE Asia Standard Time,882963786784583684,regitayyasa,"Kalo mau tambahan kuota lagi, kalian bisa ikutin survey yang tersedia, main lucky draw sekali sehari dan kumpulin poin buat dituker kuota internet atau gratis telpon/sms. Ada juga kuis-kuis yang bisa ikutin, siapa tau beruntung dan dapet hadiah dari telkomsel yay  https://t.co/WjFxbwFN0A","If you want an extra quota again, you can just follow the survey available, play the lucky draw once a day and kumpulin points for dituker quota free internet or phone / sms. There are also quizzes can just follow to see if they are lucky and dapet gift of Telkomsel yay https://t.co/WjFxbwFN0A"
57,2020-06-29 15:41:10 SE Asia Standard Time,538710779,mau_oq,"@Telkomsel hallo, data internet saya ko ga bisa d pakai yah, padahal masih banyak, kartu juga tidak dalam masa tenggang, di coba di lain HP juga sama, apakah bisa bantu??","@Telkomsel hallo, my internet data d ko can not wear well, although there are still many, the card is also not within the grace period, in another try at HP is the same, whether it can help ??"
58,2020-06-29 15:27:55 SE Asia Standard Time,68348643,herrhabib,"@Telkomsel hai, kenapa pilihan paket internet saya hanya tersedia ini ya? Saya gada pilihan untuk beli paket lain?  https://t.co/RUlBbgbg25","@Telkomsel hi, why my internet package option is available only this huh? I mace option to buy another package? https://t.co/RUlBbgbg25"
59,2020-06-29 15:27:20 SE Asia Standard Time,311883991,hansdwell,"Tolong @Telkomsel kembalikan tampilan sisa paket ke mode lama. Tampilan ini menjebak. Saya kira ini paket normal ternyata tinggal paket malam. Alhasil, pulsa biasa dipotong untuk akses internet non paket.  https://t.co/FgpRm0mMiw","Please @Telkomsel rest of the package to return the display to the old mode. This display trap. I guess this is normal package turns night stay package. As a result, regular pulses internet access cut off for non package. https://t.co/FgpRm0mMiw"
60,2020-06-29 15:20:23 SE Asia Standard Time,535192886,khairanaditia,"@ributribut @Telkomsel Hai, Kak Wahyudi. Maaf ya jadi ga nyaman. Apakah yang Kakak maksud kendala sinyal yang menyebabkan akses internet lambat? Jika iya, saat ini sedang dalam peningkatan sistem layanan. Diupayakan selesai secepatnya. Mohon berkenan menunggu","@ributribut @Telkomsel Hi, Kak Wahyudi. Sorry about so ga comfortable. Does that mean brother constraint signals that cause slow internet access? If yes, is currently in the improvement of the service system. Attempts were completed as soon as possible. We are pleased to wait"
61,2020-06-29 15:04:17 SE Asia Standard Time,1239919987227127808,tribun_bogor,"Promo Telkomsel Senin 29 Juni 2020 - Kuota Internet 45 GB, Lengkap Cara Dapatkan Extra Kuota 30 GB  https://t.co/6cgmARrSOW lewat @tribunnews","Promo Telkomsel Monday, June 29, 2020 - Internet 45 GB quota, Complete How To Get Extra 30 GB quota https://t.co/6cgmARrSOW through @tribunnews"
62,2020-06-29 15:03:50 SE Asia Standard Time,707761506083954688,paketdatacom,kuota internet telkomsel  https://t.co/AxoGmifYHN #telkomselflash #kuotamurah #jualan #olshop #SEO #web WA 089635111111 BBM:585BE691 #pulsaonline,https://t.co/AxoGmifYHN telkomsel internet quota #telkomselflash #kuotamurah #jualan #olshop #SEO #web WA 089635111111 Fuel: 585BE691 #pulsaonline
63,2020-06-29 14:55:28 SE Asia Standard Time,736091346411212800,taehanyabts,"RT Telkomsel: anggha_19 Hai, Kak Angga. Maaf jadi ga nyaman. Mengenai keluhan akses internet lambat, mimin infokan saat ini sedang ada peningkatan pada sistem layanan kami. Diupayakan dapat selesai secepatnya ya Kak. Makasih untuk tetap menggunakan produk Telkomsel :) -Kimmy","RT Telkomsel: anggha_19 Hi, Sis tine. Sorry so ga comfortable. Complaints about slow internet access, mimin infokan nowadays there is an increase in our service system. Attempts can be completed as soon as possible so Kak. Thanks to keep using the product Telkomsel :) -Kimmy"
64,2020-06-29 14:55:19 SE Asia Standard Time,736091346411212800,taehanyabts,"RT Telkomsel: andhyrf Hai, Kak. Maaf ya jadi ga nyaman. Apakah yang Kakak maksud kendala akses internet lambat? Jika iya, saat ini sedang dalam peningkatan sistem layanan. Diupayakan selesai secepatnya. Mohon berkenan menunggu dan coba cek secara berkala. Makasih :). -Hikaru.","RT Telkomsel: andhyrf Hi, brother. Sorry about so ga comfortable. Does that mean brother constraints slow internet access? If yes, is currently in the improvement of the service system. Attempts were completed as soon as possible. We are pleased to wait and try to check regularly. Thanks :). -Hikaru."
65,2020-06-29 14:31:20 SE Asia Standard Time,1561025257,rafiipebe,"barusan beli paket internet, pulsa kepotong kuota ga nambah. gmana nih? @Telkomsel","just now buy internet packages, pulse kepotong ga quota adds. gmana ya? @Telkomsel"
66,2020-06-29 14:05:48 SE Asia Standard Time,108891098,apreliakala,Halo @Telkomsel @TelkomCare ini kenapa internet saya gak bisa kepake sama sekali ya? Paket masih 31GB. Buka wa aja gabisa... tolong ini saya WFH jadi terhambat,Hello @Telkomsel this @TelkomCare why kepake internet I can not at all huh? Package is 31GB. Open aja gabisa wa ... please I WFH so hampered
67,2020-06-29 13:57:30 SE Asia Standard Time,1255738688534790144,tribun_solo,"Promo Paket Internet Murah Serba Rp 30 Ribu dari Telkomsel, XL Axiata hingga Indosat, Simak Caranya  https://t.co/Akv14fDlUU","Promo Packages Cheap Internet Solutions Rp 30 thousand from the Telkomsel, XL Axiata to Indosat, Listen How https://t.co/Akv14fDlUU"
68,2020-06-29 13:49:40 SE Asia Standard Time,1255738688534790144,tribun_solo,"Promo Paket Internet Murah Serba Rp 30 Ribu dari Telkomsel, XL Axiata hingga Indosat, Simak Caranya  https://t.co/Akv14fDlUU","Promo Packages Cheap Internet Solutions Rp 30 thousand from the Telkomsel, XL Axiata to Indosat, Listen How https://t.co/Akv14fDlUU"
69,2020-06-29 13:07:07 SE Asia Standard Time,206990834,penuh_dosa_,"@Telkomsel Tapi tapi, nanya temen yg lain koneksi internet mereka baik2 aja 😒","@Telkomsel But but, Nanya another friend that their internet connection baik2 wrote 😒"
70,2020-06-29 12:04:32 SE Asia Standard Time,1120706392992575488,gdxx__,"@Telkomsel halo admin kenapa sudah sebulan ini sinyal telkomsel saya tidak bisa ya, Internet apapun tidak bisa. Mohon bantuan nya. Terima kasih","@Telkomsel hello admin why already this month Telkomsel signal I could not ya, whatever the Internet can not. Please help. thank you"
71,2020-06-29 11:52:31 SE Asia Standard Time,2369876070,curiousgeorgce,Tolong @Telkomsel ini peningkatan sistem seperti apa yg sedang anda lakukan di area bintaro. Dari semalem gabisa internet. Apa masih bisa disebut peningkatan? Kompensasi apa yg saya terima setelah saya dirugikan seperti ini? Tugas dan kerjaan saya benar2 berantakan gara2 ini!,Please @Telkomsel enhancement systems like what you're doing in the area bintaro. Semalem gabisa of the internet. What can still be called the increase? What compensation I received after I was injured like this? Duties and my job gara2 Benar2 this mess!
72,2020-06-29 11:43:52 SE Asia Standard Time,1008180667291611136,aiskimkyu,"@Telkomsel selamat pagi, kenapa ya internet indihome saya tandanya merah, dan tv kabel tidak nyala. padahal sudah membayar tagihan. sudah hubungin 147 tidak bisa. terimakasih","@Telkomsel morning, I wonder why I mark red indihome internet, and cable tv is not a flame. but already paid the bill. already hubungin 147 can not. thank you"
73,2020-06-29 11:25:43 SE Asia Standard Time,1248581892238016513,iwuffy0u,@tanyainrl DOI ga di jbjb balik lagi hrs ngmng ap ke siapa ya brati gue kira lu lim telkomsel menghadirkan sebuah rumah sakit di karawang dan tidak ada yang mau beli kuota internet dibanding yang tidak ada di rumah sakit yang sama ngucapin met ultah calon gubernur,DOI @tanyainrl ga in jbjb back again ngmng hrs ap to whom yes Brati I guess lu lim telkomsel presenting a hospital in Karawang and no one wants to buy over the internet quota that does not exist in the same hospital ngucapin birthday meth candidate for governor
74,2020-06-29 10:43:06 SE Asia Standard Time,74459575,hardian_0603,@Telkomsel Koneksi internet nya tidak bisa sama sekali,@Telkomsel its Internet connection can not be completely
75,2020-06-29 10:18:36 SE Asia Standard Time,1008180667291611136,aiskimkyu,"@Telkomsel selamat pagi, kenapa ya internet indihome saya merah, dan tv kabel tidak nyala. padahal sudah membayar tagihan. terimakasih","@Telkomsel morning, I wonder why my red indihome internet and cable tv is not a flame. but already paid the bill. thank you"
76,2020-06-29 10:15:52 SE Asia Standard Time,215283451,waycandra,"@Telkomsel Min, kalo kartu kita kota semarang tapi kita aktifasi paket di blora, jadi untuk pembagian internet lokalnya masuk yang kota semarang atau blora ya min?","@Telkomsel Min, reply cards we Semarang but we are activating the package in Blora, so to enter the local Internet division Semarang or Blora yes min?"
