Unnamed: 0,created_at,user_id,username,tweet,english
10,2021-02-27 19:29:04 SE Asia Standard Time,1058305740,3le4n012,Driver grab yg pake simcard Telkomsel coba ngacung🙏🏿🙏🏿🙏🏿  Ada orang baik yg mau kirim kuota internet 12gb utk 1 orang  Di utamakan yg benar2 membutuhkan ya Nanti kita pilih 🙏🏿,Drivers who use the sim grab Telkomsel try ngacung🙏🏿🙏🏿🙏🏿 There are good people who want to send an Internet quota of 12GB For 1 In prioritizing benar2 who require ya Later we select 🙏🏿
11,2021-02-27 17:13:48 SE Asia Standard Time,1210066855932465152,yogaptra_,@adiphpin Tenang masih ada Telkomsel yg memberi tahu ketika data internet mau habis,Quiet @adiphpin there Telkomsel that tells when to run out of Internet data
12,2021-02-27 17:03:20 SE Asia Standard Time,2175436290,f_azida,"@Telkomsel hai min, kuota Tsel -ku tinggal 2gb dan diaktifkan di Malang. Kenapa skrg gak bisa dipergunakan utk internet lagi? 🙄  https://t.co/1UAAWXHVHb","@Telkomsel hi min, quota Tsel 2gb and activated my stay in Malang. Why skrg For internet can not be used again? 🙄 https://t.co/1UAAWXHVHb"
13,2021-02-27 16:05:41 SE Asia Standard Time,1359051481870073856,chaeng_aaaa,"@nadananima Bayar 😂😂😂 Tp kalau kamu pake telkomsel, biasanya sering ada bonus 1 bulan gratis disney plus gitu kalau beli paket internet","Pay @nadananima 😂😂😂 Tp if you use Telkomsel, usually there is often a one month bonus plus free disney so if you buy internet packages"
14,2021-02-27 14:32:49 SE Asia Standard Time,324439645,xathrya,"Halo @Telkomsel emang kalo ganti paket internet speednya beda2 apa gmn sih? Sebelumnya gw beli kuota 35 GB banyak lancarnya, kemarin gw ganti beli yg 17 GB doang krn yg lama ga abis trus sekarang speednya putus2 kek cacing begini? Harusnya beda paket ya kualitas sama dong.","Hello @Telkomsel emang kalo replace speednya internet package gmn beda2 what the heck? Previous gw 35 GB quota buy lots of smooth, yesterday i bought that 17 GB locker doang long krn yg ga abis then now speednya putus2 kek worms like this? Should different packages dong ya same quality."
15,2021-02-27 13:39:39 SE Asia Standard Time,1331794422468493312,mobilseva,Ini dia paketan internet termurah dari telkomsel  https://t.co/ezAqd5IZis #telkomsel #paketinternet #paketharian #pakettermurah,Here it is the cheapest internet paketan telkomsel #telkomsel https://t.co/ezAqd5IZis #paketinternet #paketharian #pakettermurah
16,2021-02-27 12:50:32 SE Asia Standard Time,719254478,mahasiswaums,"Umsfess- Lur, ada yg udah dapet bantuan kuota internet Telkomsel?","Umsfess- Lur, there is a quota already get help Telkomsel internet?"
17,2021-02-27 12:09:50 SE Asia Standard Time,1956111114,razkia_vif,"@Telkomsel ini paket udh aktivasi dari pagi, WA aja gabisa, internet ga jalan sama sekali  https://t.co/6iv8APMGnh","This @Telkomsel UDH package activation of the morning, WA wrote gabisa, internet ga road at all https://t.co/6iv8APMGnh"
18,2021-02-27 11:26:50 SE Asia Standard Time,445338083,xtrada_2004,Saya menjual MURAH TELKOMSEL PERDANA INTERNET 4G 30K ATAU 50K (SEGEL) dengan potongan 40%! Hanya Rp30.000 - Rp50.000. Dapatkan segera di Shopee!  https://t.co/XYmKfl3b6k #ShopeeID  https://t.co/myZ33ONO7B,"I sell CHEAP INTERNET 4G TELKOMSEL PRIME 30K OR 50K (SEAL) with cuts of 40%! Only Rp30,000 - Rp50,000. Get immediate in Shopee! https://t.co/XYmKfl3b6k #ShopeeID https://t.co/myZ33ONO7B"
19,2021-02-27 09:09:41 SE Asia Standard Time,1349566667873914881,arifed4,"WA 0813-3610-8293, Jual Peketan Internet imTRIOredo PROMO Jual Paketan Tri # Jual Paketan XL # Jual Paketan Axis # Jual Paketan Smartfren # Jual Paketan Telkomsel # Jual Paketan Pakai Gopay # Jual Paketan Pakai Dana # Jual Paketan All Kartu # Jual Paketan Promo  https://t.co/Uvm82Q8Gdp","WA 0813-3610-8293, Internet Peketan imTRIOredo PROMO Sell Sell Tri paketan paketan XL # # Sell Sell Sell paketan Axis # paketan Smartfren paketan Telkomsel # # Sell Sell Sell paketan Use Gopay # paketan Use Dana # Sell Sell paketan All paketan Promo Card # https://t.co/Uvm82Q8Gdp"
20,2021-02-27 08:28:23 SE Asia Standard Time,233863774,salasikan,"Halo @Telkomsel sinyal internet jelek sekali, Indihome juga.","Hello internet signal @Telkomsel ugly, Indihome too."
21,2021-02-27 08:13:50 SE Asia Standard Time,3248366382,sepohonkayu8,@TelkomIndonesia @Telkomsel @simPATI Apakah ada perbedaannkecepatan jaringan internet pada paket swadaya program kartu driver gojek dangan paket telkomsel lainnya? Saya pakai paket sadaya 75K setiap hari walau pindah lokasi di seluruh jakarta tetap berkendala jaringan lambat..  https://t.co/Mjo3i4BbyY,@TelkomIndonesia @Telkomsel perbedaannkecepatan @simPATI Are there non-Internet network on the packet driver card program gojek dangan other telkomsel package? I use Sadaya package 75K every day despite moved locations around Jakarta fixed network berkendala slow .. https://t.co/Mjo3i4BbyY
22,2021-02-27 06:15:15 SE Asia Standard Time,383027632,adiono_ahmad94,@Telkomsel Pulsa saya kepotong terus pdhal saya ada paket internet. Koq motong pulsa.. gak bener sekali Telkomsel,My pulse @Telkomsel kepotong continue my pdhal no internet package. Koq up the pulse .. gak bener once Telkomsel
23,2021-02-27 00:18:23 SE Asia Standard Time,1175465656654786560,azukicchi1,"@Telkomsel Perbaiki kecepatan paket internet malam woy. Berkali-kali nyoba, speednya lambat","Fix @Telkomsel night Woy speed internet package. Repeatedly tried, speednya slow"
24,2021-02-26 23:15:53 SE Asia Standard Time,135109455,dinda695,"Tadi saya tanya ke 188 buat call centernya orbit dapet 2 nomor, tapi dua duanya gak bisa di telepon. Tolong dong, saya bener bener gak bisa internet. Saya WFH pake kuota hp saya, pake indosat dong, padahal biasanya bagusan telkomsel kan. Modem udah saya restart","I had been asked to make the call centernya orbit 188 dapet 2 numbers, but the two can not both on the phone. Please, I can not Ko Ko internet. I WFH use my hp quota, use indosat dong, but usually bagusan telkomsel right. I've modem restarts"
25,2021-02-26 23:08:43 SE Asia Standard Time,1572131202,danarsaputro1,"@Telkomsel halo, saya paketan internet omg dengan sekaligus dapet berlangganan disney plus, tp kenapa masuk disney plus saya harus subscribe lagi ya, pdhl sblmnya bisa bisa saja. Mohon infonya ,🙏🏻","@Telkomsel hello, I paketan omg internet with both a subscription dapet plus disney, disney entrance plus tp why I have to subscribe again yes, pdhl Prev can be alone. Please infonya, 🙏🏻"
26,2021-02-26 22:09:09 SE Asia Standard Time,130037461,bang_candra,@Telkomsel mohon bantu supaya bisa ikut layanan internet banking,@Telkomsel please help so he could join the internet banking service
27,2021-02-26 20:22:48 SE Asia Standard Time,1259517527480127490,serebrumm,"@subschfess beli kuota ilmupedia telkomsel aja nder, 10rb dapet 9gb kuota belajar+1gb kuota internet","@subschfess buy quota ilmupedia telkomsel wrote nder, 10k dapet 9GB quota learn + 1gb internet quota"
28,2021-02-26 19:57:33 SE Asia Standard Time,82054007,ari_amf,"@SobatHAPE Paling insecure ngeliat kecepatan internet begitu, kecepatan internet telkomsel, di Desa pakubereum, kec. Kertajati, Majalengka, Jawa barat  https://t.co/tkPJFRy9VL","Most insecure @SobatHAPE Seeing so internet speed, internet speed Telkomsel, in the village of pakubereum, excl. Kertajati, Majalengka, West Java https://t.co/tkPJFRy9VL"
29,2021-02-26 18:54:06 SE Asia Standard Time,1218194401849044994,hoomantermager,@edenaydn Ini yg paket internet 15gb 30k cek aja di app telkomsel  https://t.co/lTGAORlfpE,@edenaydn this 15GB internet package 30k yg aja check in app telkomsel https://t.co/lTGAORlfpE
30,2021-02-26 18:40:48 SE Asia Standard Time,1975085472,gadgetren,Telkomsel Siap Berkontribusi Kembali dalam Program Bantuan Kuota Internet 2021 -  https://t.co/si9x0J9rET  https://t.co/B4lBcnrjT4,Telkomsel Ready to Contribute Back in Internet Quota Assistance Program 2021 - https://t.co/si9x0J9rET https://t.co/B4lBcnrjT4
31,2021-02-26 18:14:29 SE Asia Standard Time,1250410339990036480,officialsmuleid,"Beli paket data MusicMAX Smule VIP dari Telkomsel, dapat kuota Smule 1GB, kuota internet 1GB &amp; bonus VIP Smule utk 1 bln, hanya Rp 25.000! Info lengkap klik:  https://t.co/fAOFm0YZHy  #SmuleID #SmuleIndonesia #Smule #MusicMAXSmuleVIP #telkomsel  https://t.co/pCtDoZUFsE","Buy VIP Smule MusicMAX data packets from Telkomsel, Smule can quota to 1GB, 1GB internet quota & amp; VIP bonus Smule For one month, only $ 25,000! Detailed info click: https://t.co/fAOFm0YZHy #SmuleID #SmuleIndonesia #Smule #MusicMAXSmuleVIP #telkomsel https://t.co/pCtDoZUFsE"
32,2021-02-26 17:26:38 SE Asia Standard Time,343945995,arfan_ahmad,@Telkomsel cuma mau kasih saran. Adain dong paket data internet yg bayarnya berdasarkan kecepatan internetnya bukan kuota,@Telkomsel just want love advice. Adain dong internet data packets which bayarnya based internet speed is not quotas
33,2021-02-26 17:17:19 SE Asia Standard Time,91695226,theevanz19,"@Telkomsel min, mau nanya dong, cara mengetahui zona internet lokal gimana¿","@Telkomsel min, want to ask dong, I know the local internet zone gimana¿"
34,2021-02-26 16:58:13 SE Asia Standard Time,115857451,zoel_moel,"@Telkomsel Sudah 2 hari sinyal internet suka hilang padahal sinyal 4G nya muncul, sudah di matiin dan di restart HP nya tetap aja internet nya suka gak nyambung","@Telkomsel been 2 days when the internet signal like lost its 4G signal appears, already in turned off and restarted its HP still wrote her internet love not connect"
35,2021-02-26 16:42:17 SE Asia Standard Time,1330546824445382657,21adinata,Internet Murah Dari Telkomsel Orbit   https://t.co/KqLvrMBjuz  https://t.co/KqLvrMBjuz,Internet Offers From Telkomsel Orbit https://t.co/KqLvrMBjuz https://t.co/KqLvrMBjuz
36,2021-02-26 14:35:21 SE Asia Standard Time,565623316,aliedj_bw,@Telkomsel tolong donk jaringan internet di daerah saya diperbaiki. Sudah beberapa bulan ini jaringan gak normal. Sepertinya gak ada perhatian sama sekali. Lokasi saya di desa gunung maddah kec. Sampang. Mungkin BTS terdekat bermasalah.,@Telkomsel please donk internet network in my area repaired. Already some of this month not normal tissue. It seems like not a concern at all. My location in the mountain village of maddah excl. Lacquer. Perhaps the nearest BTS problematic.
37,2021-02-26 14:15:44 SE Asia Standard Time,545916913,kzwht99,@Telkomsel kenapa ya akhir akhir ini koneksi internet saya ilang2an terus? Hp saya yang murah atau emang kualitas anda semakin turun?,@Telkomsel lately I wonder why my internet connection ilang2an continue? That's my phone or your quality weve getting down?
38,2021-02-26 13:59:06 SE Asia Standard Time,78263777,fadhilmukh,"@Telkomsel Hi, Saya langganan paket Internet OMG yg 14 GB 102ribu termasuk Disney+ hotstar 30 hari, tapi kenapa saya mau nonton lagi video disana gak bisa ya? Diminta langganan lagi padahal katanya sudah dapat gratis dari pake Internet OMG","@Telkomsel Hi, My Internet package subscription OMG that 14 GB 102ribu including Disney + Hotstar 30 days, but why do I want to watch again the video there can not ya? Requested subscriptions again when he was able to use the Internet free of OMG"
39,2021-02-26 12:33:01 SE Asia Standard Time,1218194401849044994,hoomantermager,"@collegemenfess Telkomsel sekarang ada paket buat belajar nder, tapi ku belom pernah nyoba. Aku biasa beli yg paket internet 15 gb 30k","@collegemenfess Telkomsel now there are packages for learning nder, but me have not been tried. I used to buy that package deals 15 gb 30k"
40,2021-02-26 11:07:07 SE Asia Standard Time,1025900623965782017,sutiono83871847,"@Telkomsel kartu 3G ,setelah di upgrade ke 4G ,malah ngak ada sinyal internet...","@Telkomsel 3G card, after upgrading to 4G, even ngak no internet signal ..."
41,2021-02-26 11:06:02 SE Asia Standard Time,1075673058931806208,indihome,"@libraaeess @Telkomsel Hai Sobat, untuk memudahkan Jerry bantu pengecekan Sobat informasikan data berikut kirim via DM melalui akun @IndiHomeCare. Nomor Internet :  Atas Nama :  No Hp :  Alamat :  Detail keluhan/permintaan : Jerry tunggu via DM untuk menjaga privasi Sobat denga(1/2)","@libraaeess @Telkomsel Hi Friend, to facilitate checking assistive pal Jerry inform the following data sent via DM through @IndiHomeCare account. High Number: Account Name: No Hp: Address: Details complaint / request: Jerry reception via DM to maintain the privacy of Buddy premises (1/2)"
42,2021-02-26 10:57:56 SE Asia Standard Time,1017048267043926016,yourbestboi,"Wifi gabisa, telkomsel juga gabisa. Ngapa si internet","Wifi gabisa, Telkomsel also gabisa. Ngapa the internet"
43,2021-02-26 10:55:15 SE Asia Standard Time,3320622683,veronmnl,@Telkomsel hai min. Ini kenapa sekarang semua isi paket internet yang dijual hanya bundling dengan sosmed min? Yg paket keluarga kenapa malah tidak ada? Tolong dong min. Buruk sekali isi paket2 yg ditawarin. Kurang berguna utk saya itu.,@Telkomsel hi min. This is why now all of the contents of internet packets are sold only bundling with sosmed min? Why even distinguished family packages do not exist? Please dong min. Paket2 bad all the contents that ditawarin. Less useful for me it was.
44,2021-02-26 10:40:02 SE Asia Standard Time,1331794422468493312,mobilseva,Cara mengaktifkan paketan internet harian telkomsel cek di  https://t.co/ezAqd5IZis #telkomsel #paketinternet #paketharian #pakettermurah,How to activate daily internet paketan telkomsel check in https://t.co/ezAqd5IZis #telkomsel #paketinternet #paketharian #pakettermurah
45,2021-02-26 10:22:30 SE Asia Standard Time,209588088,ditsaaan,"Yang Pake Telkomsel, biasanya pake paketan yang mana buat Internet yang paling enak, :) males browsing maaf","Which Pake Telkomsel, usually use paketan which create the most delicious Internet, browsing lazy :) sorry"
46,2021-02-26 09:50:30 SE Asia Standard Time,1675707294,uzoneindonesia,"Jaringan Internet Tercepat di RI Versi Ookla, Telkomsel Ingin Akses Broadband Merata   #uzoneID #komunikasi #jaringan  https://t.co/XKouaymyn6","Fastest Internet network in Indonesia Version Ookla, Telkomsel Want Broadband Access Uneven #uzoneID #komunikasi #jaringan https://t.co/XKouaymyn6"
47,2021-02-26 09:01:47 SE Asia Standard Time,760802805883871232,aragornarwena,@Telkomsel  ni kenapa ya sinyalnya selalu bermasalah...telp maupun internet..kapan sih layanannnya akan bagus? Kami butuh buat kerja tahu.... dah tahu masa pandemi kerja tergantung sinyal eh dah bayar juga layanannya kacau..gk usah promo2 deh,@Telkomsel why ya ni ... phone signal is always problematic and internet..kapan layanannnya hell would be nice? We need to make working out .... dah out future employment depends pandemic dah eh signal kacau..gk pay services also need Promo2 deh
48,2021-02-26 08:48:56 SE Asia Standard Time,765035200896118789,indihomecare,"@yusrinanggraini Hai, Kak Yusrina. Maaf ya, tapi biar bisa dicek lebih lanjut koneksi jaringan IndiHome-nya, coba deh informasikan dulu nomor layanan internet/telepon-nya di DM. Kalau buat laporan providernya akan dibantu oleh rekan kami di akun @Telkomsel ya. -Meika","@yusrinanggraini Hi, Kak Yusrina. Excuse me, but let me be checked more IndiHome its network connection, try deh first inform the internet service number / phone her at DM. If for providernya report will be assisted by our colleagues in the account @Telkomsel yes. -Meika"
49,2021-02-26 08:39:40 SE Asia Standard Time,280871083,yoeuglenaa,"Halo, Min permisi, kok ini gabisa terus ya mengaktifkan paket internet ini dari semalem? Selalu seperti ini, ceklis, di recent transaction ada, tapi paketnya belum aktif dan pulsa ga berkurang. Biasanya gapernah bermasalah soalnya. Mohon pencerahannya min ✌ @Telkomsel  https://t.co/ZdJzG0lWmz","Hello, Min excuse me, this really gabisa keep ya activate this internet package from semalem? It's always like this, checklists, in recent transaction exists, but the package has not been active and pulses ga reduced. Gapernah usually problematic point. Please enlightenment min ✌ @Telkomsel https://t.co/ZdJzG0lWmz"
50,2021-02-26 08:27:34 SE Asia Standard Time,1172751884114776064,bedoelllll,Telkomsel Dukung Program Bantuan Kuota Data Internet dari Kemendikbud  https://t.co/aDh4LpGu2k,Telkomsel Quota Assistance Program for Data Center of Kemendikbud https://t.co/aDh4LpGu2k
51,2021-02-26 07:33:19 SE Asia Standard Time,58752727,dngksmzn,"@aitakattroll Dusunku dr jaman dulu sampe skrg sinyal telkomsel yg katanya merata saja ga sampe kak may 😭😭😭   Indiehome masuk jg baru taun kemarin, akhirnya pake indiehome krna internet provider bener2 ga bisa diandalkan buat internet, pdhl dusunku bukan daerah terpelosok lo 😢","@aitakattroll Dusunku dr ancient times until skrg Telkomsel signal only reply he said evenly until kak ga 😭😭😭 Indiehome may enter a new jg epidemic yesterday, finally use indiehome krna bener2 internet provider can not make the Internet unreliable, pdhl dusunku not the farthest lo 😢"
52,2021-02-26 03:14:11 SE Asia Standard Time,199158570,rif_asda,@Telkomsel koneksi internet kalau udah jam 12mlm gag bisa di pakai apa ada solusi,@Telkomsel internet connection if you've 12mlm gag hours can wear what no solution
53,2021-02-26 00:46:36 SE Asia Standard Time,433459369,rifkyprasettyo,Kenapa internet telkomselku kalo jam segini lelet bgt. Wes tuku larang2 jeee @Telkomsel,Why telkomselku internet bgt slow if at this hour. Wes tuku larang2 jeee @Telkomsel
54,2021-02-25 23:56:48 SE Asia Standard Time,115881001,dinaeight,"@byu_id hargamu telkomsel, koneksi internet mu 3","@byu_id telkomsel your price, your internet connection 3"
55,2021-02-25 23:03:12 SE Asia Standard Time,785641991677718528,fendypurnamukti,@Telkomsel internet keluarga nggak muncul di memu my telkomsel 085216273034,@Telkomsel family internet does not appear in my memu telkomsel 085216273034
56,2021-02-25 23:01:51 SE Asia Standard Time,785641991677718528,fendypurnamukti,@Telkomsel dari pagi ngetweet nggak ditanggapin nih.bpaket internet keluarganya ilang. 085216273034,@Telkomsel of ngetweet am not ditanggapin nih.bpaket family ilang internet. 085216273034
57,2021-02-25 22:44:24 SE Asia Standard Time,2755338463,stfubil,INTERNET LAMBAT INTERNET LAMBAT INTERNET LAMBAT INTERNET LAMBAT INTERNET LAMBAT INTERNET LAMBAT  @Telkomsel,SLOW INTERNET INTERNET INTERNET SLOW SLOW SLOW INTERNET INTERNET INTERNET LATE LATE @Telkomsel
58,2021-02-25 21:47:20 SE Asia Standard Time,520078296,telkomsu,KENAPA YA TIAP MASUK SMS INTERNET TELKOMSEL PASTI TERGANGGU ALIAS DOWN? JANGAN MINTA DATA YA..LANGSUNG AJA SOLUSINYA @Telkomsel,WHY YA IN EACH SMS Telkomsel INTERNET WILL BE UNINTERRUPTED ALIAS DOWN? DO NOT ASK YA..LANGSUNG AJA DATA SOLUTIONS @Telkomsel
59,2021-02-25 21:28:05 SE Asia Standard Time,290828881,_peachyyjaehyun,"@Telkomsel malam, mau nanya perihal kuota internet lokal yg tidak bisa dipakai padahal sudah di kota yg sama dengan saat aktivasi. Thank you.","@Telkomsel night, want to ask about local internet quota which can not be used when it was in the same city at the time of activation. Thank you."
60,2021-02-25 21:10:45 SE Asia Standard Time,1331794422468493312,mobilseva,Cara mengaktifkan paketan internet harian telkomsel cek di  https://t.co/ezAqd5IZis #telkomsel #paketinternet #paketharian #pakettermurah,How to activate daily internet paketan telkomsel check in https://t.co/ezAqd5IZis #telkomsel #paketinternet #paketharian #pakettermurah
61,2021-02-25 21:07:56 SE Asia Standard Time,63696170,ilhamardhinug,"@Telkomsel ada notifikasi paket internet akan habis malem ini, sementara di mytelkomsel app masih sampai maret. Yg bener yg mana?  https://t.co/J2EeDUbFyb","@Telkomsel no notifications will be exhausted malem internet package, while in mytelkomsel app still until March. Yg yg bener Where? https://t.co/J2EeDUbFyb"
62,2021-02-25 20:25:57 SE Asia Standard Time,1339425570866618370,andyfir55037082,Kenapa Kouta internet Telkomsel cepat sekali habis sihh,Why Kouta Telkomsel internet quickly exhausted sihh
63,2021-02-25 19:40:04 SE Asia Standard Time,2891607372,dedynkcom,@TelkomIndonesia selamatmalam min.....saya mau tanya....jaringan internet telkomsel di wilayah seputaran kantor camat sunggal kab. Deli serdang lemot hanya bisa dipakai tengah malam,@TelkomIndonesia selamatmalam min ..... I want to ask .... telkomsel Internet networks in the area of ​​the district office seputaran Sunggal kab. Deli serdang slow only be used midnight
64,2021-02-25 19:32:10 SE Asia Standard Time,238091066,investorid,"2021, Telkomsel Fokus Ratakan Akses Internet  https://t.co/4GN6XwAk5p  https://t.co/VdJsAngNgM","2021, Telkomsel Focus Flatten Internet access https://t.co/4GN6XwAk5p https://t.co/VdJsAngNgM"
65,2021-02-25 18:19:00 SE Asia Standard Time,1359501490969190411,thecoloroflife2,@Telkomsel Ternyata sama aja ini provider gobloknya perusahaan bumn aja menjual internet sampah ke konsumen telkomsel. Bgm provider2 lainnya,It turns out that this just the same @Telkomsel provider bumn ignorance our company just sold to consumers telkomsel rubbish internet. Bgm other provider2
66,2021-02-25 17:34:47 SE Asia Standard Time,1321132392774422529,joylezaat,"@simPATI Pak signal internet @simPATI dan @telkomsel di Sorong ,Papua barat sangat lambat (0951-) Jaringan 4 G tetapi lambat sekali   Tolong ya  @kemkominfo @rudiantara_id @jokowi  @partaisocmed @kurawa Makasih !","Pak @simPATI @simPATI internet signal and @telkomsel in Sorong, West Papua is very slow (0951-) Network 4 G but slowly please yes @kemkominfo @rudiantara_id @jokowi @partaisocmed @kurawa Thanks!"
67,2021-02-25 16:50:52 SE Asia Standard Time,403669632,rian_8,"@Telkomsel 2minggu ini internet lemot,signal suka ilang, 4g 2bar nntn Utube 144 aja gak bisa,3g malah tidak bisa internet, switch jaringan manual-auto,ganti apn sama aja, normal bisa internetan di atas jam9mlm dan koneksi lambat","This 2minggu @Telkomsel slow internet, signal like ilang, 4g 2bar 144 nntn Utube could not wrote, 3g can not even internet, network switches manual-auto, replace just the same apn, can surf above normal jam9mlm and slow connections"
68,2021-02-25 16:46:20 SE Asia Standard Time,39933002,officialnova_id,"Daripada beli kuota ketengan, ada paket internet unlimited mulai Rp15 ribu nih dari Telkomsel.   https://t.co/xWCj4aCh07","Instead of buying quota ketengan, there are unlimited internet packages start at Rp15 thousand ya Telkomsel. https://t.co/xWCj4aCh07"
69,2021-02-25 16:39:32 SE Asia Standard Time,99148529,rochanto,"In cetitanya gmna? Isi plsa by.u 120rb udh msk trs daftar paket internet 50gb /120rb td siang, tp knp smpe jam sgni blm masuk ? Dchatt cs kg sibuk trs srh tggu smpe 12 jaman biar drespon.  Privider baru. Tp udh bgni modelnya. Hadeh. @TelkomIndonesia @Telkomsel @TelkomCare  https://t.co/sX0WvLx8P6","In cetitanya gmna? PLSA contents by.u 120rb UDH Inc. trs internet package list 50GB / td 120rb lunch, tp blm sgni knp smpe hours in? Dchatt cs trs SRH busy kg tggu let drespon smpe 12 era. New privider. Tp udh bgni model. Hadeh. @TelkomIndonesia @Telkomsel @TelkomCare https://t.co/sX0WvLx8P6"
70,2021-02-25 16:38:17 SE Asia Standard Time,1039337993457131520,deddyir16328604,"@Telkomsel Jangan iklan mulu, gimana jaringan internet di wilayah Palembang bs parah banget..  Koq telkomsel jd provider ecek2 skrng, lemot nya luar biasa","@Telkomsel Do ads mulu, how the Internet network in the region Palembang really bad bs jd .. Koq telkomsel ecek2 skrng provider, his slow incredible"
71,2021-02-25 16:15:31 SE Asia Standard Time,1362479449,sonipositif86,"Kuota internet yang paling bawah itu cara pakainya bagaimana mind, kok awet amat berkurangnya... Malah kuota baru yang terpakai? @Telkomsel  https://t.co/zRDciEwQmY","Quotas under the Internet's most useful way how the mind, really durable greatly reduced ... In fact, the new quotas are used up? @Telkomsel https://t.co/zRDciEwQmY"
