Unnamed: 0,created_at,user_id,username,tweet,english
35,2020-07-30 22:21:24 SE Asia Standard Time,313263864,annayanki,"""Jelang Hari Raya Idul Adha jaringan internet Telkomsel tak kunjung stabil.""  Bulan kemarin kuota internet hangus krn ga bisa dipakai, bulan ini pun masih gak stabil. Entah sampai kapan peningkatan layanannya selesai. Masa harus pindah ke lain operator dulu sih? Help 😭","""Ahead of Idul Adha Telkomsel Internet network never stable."" Last month scorched krn internet quota can not be used, this month is still not stable. Who knows how long the increase in services is completed. The period should be moved to another first operator anyway? Help 😭"
36,2020-07-30 22:17:18 SE Asia Standard Time,2206478329,hasanah_ainur,@Telkomsel Saya komplen soal kuota internet,@Telkomsel I Komplen about internet quota
37,2020-07-30 22:16:09 SE Asia Standard Time,1269326549855035392,arsikamadja,"paket ilmupedia E-Learning Session yang kini tersedia dengan harga lebih terjangkau, dpt memberikan kemudahan dan kenyamanan proses belajar daring sekaligus meringankan pengeluaran untuk alokasi kuota internet sehari-hari. @Telkomsel  https://t.co/BoVEZsypG4","ilmupedia packages E-Learning Session is now available at more affordable prices, interchangeable provide ease and convenience of online learning process at once ease expenses for quota allocation everyday internet. @Telkomsel https://t.co/BoVEZsypG4"
38,2020-07-30 22:11:42 SE Asia Standard Time,67551600,go_pip,@byu_id @Annasarrasyid_ Baru sebulan make udah kurang betah nih min. Soalnya gabisa telfon seluler sambil browsing internet. Tolong dong yang begini jangan disamain dengan telkomsel juga hehe,New @Annasarrasyid_ @byu_id the make already an unhappy month nih min. Because gabisa cellular telephone while browsing the internet. Dong so please do not disamain with Telkomsel also hehe
40,2020-07-30 22:09:09 SE Asia Standard Time,584674753,vntcel,@Telkomsel min saya kan aktifin paket internet kartu saya udah 4g tp ko daritadi pagi sinyal 4gnya ga muncul2 ya mentok2 H+ aja. Gimana ya min solusinya?,I min @Telkomsel aktifin right internet package I've 4g card tp ko ga daritadi morning 4gnya signal muncul2 yes mentok2 H + wrote. How ya min solution?
42,2020-07-30 22:02:40 SE Asia Standard Time,256379189,tazzu_,@Telkomsel min saat tidak bisa mengaktifkan paket internet,@Telkomsel min time can not activate internet package
47,2020-07-30 21:55:39 SE Asia Standard Time,1248522977622163456,ahmadnu80355221,@Telkomsel apakah internet Telkomsel trouble,@Telkomsel whether Telkomsel internet trouble
48,2020-07-30 21:54:17 SE Asia Standard Time,1162871617,dizzui,"@Telkomsel admin saya dapt sms promo internet 15gb 30rb, disuruh balas sms PAKETINT3  Saya sudah bls smsnya, tp balesan sms dan paketnya engga ada ? Gimana ini min ?","My admin @Telkomsel DAPT 30rb 15GB promo sms internet, sms reply told PAKETINT3 I've bls sms, sms and package tp engga balesan there? This how min?"
52,2020-07-30 21:50:19 SE Asia Standard Time,1220062835662905349,_badrun9,"Hallo @Telkomsel,Kenapa Kualitas Sinyal di Dusun Bumbang Desa Mertak Kec:Pujut Lombok Tengah Macam Tai? Jangan Cuma Bisa Menawarkan Paket Internet Jika Kualiatas Sinyal Saja Tidak Kau Urus.","Hallo @ Telkomsel, Signal Quality in Hamlet Why Bumbang Mertak Village District: Central Lombok Pujut Various Tai? Do not Just Can Offer Package Deals If kualiatas Signal Is Not You Urus."
58,2020-07-30 21:20:27 SE Asia Standard Time,735135675880640513,darwin_niwrad09,Telkomsel kembali bagi-bagi Kuota Internet 2GB dan Telkomsel Poin ( Yuk Cek langsung aja di Channel YouTube: BY creator / situs WebBudicom ) #new #info #newinfo #telkomsel #promotelkomsel #kuotagratis…  https://t.co/1yC3Qq2rUG,Telkomsel again-for 2GB and Telkomsel's Internet Quota Points (Yuk Check immediately wrote on the YouTube Channel: BY creator / site WebBudicom) #new #info #newinfo #telkomsel #promotelkomsel # kuotagratis ... https://t.co/1yC3Qq2rUG
60,2020-07-30 21:13:07 SE Asia Standard Time,179921815,druscille0,"Min kuota internet combo saya sisa 8GB habis malam ini, sayang banget kalo hangus ada cara lain ga buat memperpanjang masa aktif kuota min? @Telkomsel","My combo internet quota Min 8GB remainder discharged this evening, I was the forfeited if there is another way to extend the lifetime of ga for quota min? @Telkomsel"
63,2020-07-30 20:44:56 SE Asia Standard Time,785641991677718528,fendypurnamukti,"Kasian si admin @Telkomsel bolak balik jawabannya selalu maap² mulu alesan peningkatan system kayak kaset bodol, tp teknisinya asyik makan jagung bakar diatas tower dari tadi malem sampe ketemu malem lagi, paket internet nggak bisa dibeli. Berasa tajir kali ya.. nggak buruh duit.","Kasian the admin @Telkomsel alternating answer is always maap² mulu alesan increase kayak cassette system windfall, tp technicians were eager to eat corn on the tower had been Malem Malem until meeting again, the Internet package can not be bought. Taste tajir times huh .. laborers not money."
71,2020-07-30 20:14:27 SE Asia Standard Time,1255877566927237121,gakedengeran,"@Telkomsel ini knp internet telkomsel lemot amat dah, masa indihomo lbh kenceng, mau smp kapan lemotnya?","This @Telkomsel telkomsel slow internet knp very dah, kenceng lbh indihomo period, would smp when lemotnya?"
72,2020-07-30 20:07:36 SE Asia Standard Time,1180533907596414977,diniee012,@Telkomsel ini kenapa saya nggak bisa beli paket internet sih :((,@Telkomsel is why I can not buy the internet package anyway: ((
78,2020-07-30 19:39:21 SE Asia Standard Time,785641991677718528,fendypurnamukti,@Telkomsel Aktivasi paket internet keluarga masih Gelap Gulita.. IT-nya lagi pada cuti kali ya? Atau kelamaan WFH jadi abai sama kerjaannya.  https://t.co/Zf6I1CRdqd,Activation of internet package @Telkomsel families still Dark Dark .. IT her again on furlough times huh? Or eventually WFH so ignorant at his work. https://t.co/Zf6I1CRdqd
79,2020-07-30 19:37:16 SE Asia Standard Time,1369478222,pisendo,"@Telkomsel bikin terobosan dong ; supaya internet otomatis terhenti kalo kuota habis tanpa nyedot pulsa, banyak yg sering lupa perpanjang atau unreg paket loh 😭","@Telkomsel make inroads dong; so internet automatically terminated if the quota runs without nyedot pulses, many who often forget to renew or tablets pack unreg 😭"
80,2020-07-30 19:36:07 SE Asia Standard Time,443451687,freakdanz,internet hari kenapa dah. mati2 moloooo #myrepubluc #telkomsel,dah why the internet. Dead2 moloooo #myrepubluc #telkomsel
82,2020-07-30 19:01:17 SE Asia Standard Time,1171905432492752896,juggernautee,"@Telkomsel @Telkomsel  udah selesai blm masalah internet nya, lemot banget nih","@Telkomsel pp @Telkomsel already completed his internet problems, slow nih"
83,2020-07-30 18:59:56 SE Asia Standard Time,1120501459294965761,idsigninwithbi,"@Telkomsel Jangan sampai buat kecewa pelanggan dong, udah tau sekarang mau ngapain aja jadi serba internet...","@Telkomsel Do not make the customer disappointed dong, already know what to do next now just so completely internet ..."
89,2020-07-30 18:42:56 SE Asia Standard Time,216335439,wilterzan,"Terimakasih telkomsel dan rea, di stasiun lapangan kini internet makin kenceng aja. Jadi bisa live streaming potong kurban bsk.  Met idul adha, met lebaran daging, jangan lupa berkurban ges, apa yang sudah kamu kurbankan?  *Ga terima jawaban kurban perasaan, basi.","Thank telkomsel and rea, in the field station is now increasingly kenceng internet aja. So could live streaming BSK piece sacrifice. Met Eid al-Adha, Eid meth meat, do not forget the sacrifice ges, what have you sacrificed? * Ga receive answers to sacrifice feeling stale."
98,2020-07-30 17:56:01 SE Asia Standard Time,523184250,rerenisaputri,"@msyukronmahbub @andihiyat Selamat, Paket Internet 50 GB, 2 GB OMG! selama 30 hari Rp172000 telah aktif, berlaku s/d tgl 30/08/2020 pkl. 23:59 WIB. Cek status/berhenti berlangganan melalui My Telkomsel Apps atau hub *363#. Info : 188.","@msyukronmahbub @andihiyat Congratulations, Internet package 50 GB, 2 GB OMG! 30 days Rp172000 active, applies s / d Date 08/30/2020 pkl. 23:59 pm. Check the status / unsubscribe through My Telkomsel Apps or hub * 363 #. Info: 188."
101,2020-07-30 17:47:34 SE Asia Standard Time,872175115793858561,projonolsatu,Masyarakat di wilayah 3T diharapakan dapat segera menikmati layanan internet terdepan yang setara dengan kualitas jaringan di kota-kota besar.  #TerusBergerakMaju Bersama Indonesia! #IndonesiaMaju  @Telkomsel  https://t.co/FFyTbStmzV,3T people in the region is expected to soon enjoy a leading internet service which is equivalent to network quality in big cities. Together #TerusBergerakMaju Indonesia! #IndonesiaMaju @Telkomsel https://t.co/FFyTbStmzV
102,2020-07-30 17:47:01 SE Asia Standard Time,346391470,fjrkrnwn_,@Telkomsel Apakah ini yang bikin gak bisa akses paket internet Semoga segera cepat selesai,@Telkomsel Does that make it can not access the internet package fast Hopefully soon finished
103,2020-07-30 17:44:32 SE Asia Standard Time,346391470,fjrkrnwn_,Mau isi pulsa dan beli paket internet gini terus gan @Telkomsel  https://t.co/shf9GYVZFf,Want to buy the voucher and internet packages gan gini continue @Telkomsel https://t.co/shf9GYVZFf
106,2020-07-30 17:31:23 SE Asia Standard Time,521174419,pukimakcis,"@Telkomsel Hellow ini paket internet nya udah masuk ko tapi masuk nya 1,5GB saya isi nya yg 3GB kenapah ya?",This Hellow @Telkomsel its internet packages already entered ko but my 1.5 GB her in his content that 3GB kenapah huh?
108,2020-07-30 17:15:29 SE Asia Standard Time,1075756701716905984,bryan_damarb,Ini paket internet lokal telkomsel gimana cara pakenya dah? Malah jadi numpuk gini...,This local Internet packages telkomsel how do I pakenya dah? Even so stacked gini ...
112,2020-07-30 17:09:22 SE Asia Standard Time,1657248936,brfanboy,@Telkomsel min ini kmrn saya isi pulsa terus dapet cashback extra pulsa internet 15000. Ini gimana cara makenya min? Soalnya tetep aja yg berkurang malah kuota utama. Sayang bonusnya nanti ga kepake..?  https://t.co/jSfbbKM1Ir,This min @Telkomsel kmrn my pulse content continues dapet extra cashback Internet credit 15000. It's how do I makenya min? Because tetep wrote diminishing even the main quota. Sweetheart bonus kepake later ga ..? https://t.co/jSfbbKM1Ir
114,2020-07-30 17:04:36 SE Asia Standard Time,785641991677718528,fendypurnamukti,Baiklah @Telkomsel  Paket internet Keluarga masih belum juga waras sudah hampir 24jam. Gimana tuh.. berapa Potential Lost gara-gara ini... @KemenBUMN  https://t.co/3XKq4kvc4S,Well @Telkomsel Internet Package Family still not too sane been almost 24 hours. How tuh .. how Potential Lost because of this ... @KemenBUMN https://t.co/3XKq4kvc4S
115,2020-07-30 17:03:46 SE Asia Standard Time,707761506083954688,paketdatacom,kuota internet telkomsel  https://t.co/AxoGmifYHN #telkomselflash #kuotamurah #jualan #olshop #SEO #web WA 089635111111 BBM:585BE691 #pulsaonline,https://t.co/AxoGmifYHN telkomsel internet quota #telkomselflash #kuotamurah #jualan #olshop #SEO #web WA 089635111111 Fuel: 585BE691 #pulsaonline
120,2020-07-30 15:44:35 SE Asia Standard Time,2876950208,dcrunchmap6,"@Telkomsel tolong dong tsel klo ngasi promosi internet murah yg lama, percuma klo cuma bisa di pakai 1kali aja .tau gitu gak usah pkek promo2an drpda bkin org kena php","@Telkomsel please dong klo TSEL ngasi cheap internet promotion that old, useless klo can only be used 1kali wrote .tau so need not be pkek promo2an drpda org bkin contact php"
123,2020-07-30 15:28:39 SE Asia Standard Time,456551087,amymarliaaa,"Yang ga dapet jaringan internet itu semua warga mas masa mau saya tulis semua no hp nya , @telkomsel ga mau gitu bikin jaringan internet dikampunku? Penduduk nya banyak banget loh itu","Ga dapet Internet network that all citizens want mas time I wrote all of his phone no, @telkomsel not want so make dikampunku Internet network? Its residents are so many tablets"
124,2020-07-30 15:24:36 SE Asia Standard Time,456551087,amymarliaaa,"Mas kampung saya ada tower @telkomsel tapi ga ada jaringan internet , ga mau disurvey juga mas ? 😌","Mas my hometown there @telkomsel tower but no Internet network ga, ga would surveyed also mas? 😌"
127,2020-07-30 14:58:22 SE Asia Standard Time,785641991677718528,fendypurnamukti,@Telkomsel apa kabar paket internet keluarga? Belum bisa dibayar sampai sekarang. Udah menuju ke 1x24 jam lho..  https://t.co/MsAjljKZd3,@Telkomsel how are family internet package? Can not be paid until now. Already heading to 1x24 hours you know .. https://t.co/MsAjljKZd3
128,2020-07-30 14:57:05 SE Asia Standard Time,360397438,rezarezarezare,@Telkomsel kuota multimedia (entertaiment) ini bisa dipake buat Netflix gak? atau netflix nyedot kuota internet biasa?  https://t.co/T2muj1YIGT,@Telkomsel quota multimedia (entertainment) can be using for Netflix is ​​not? or netflix nyedot regular Internet quota? https://t.co/T2muj1YIGT
129,2020-07-30 14:53:19 SE Asia Standard Time,100707937,iki4395,"@Telkomsel halo mau nanya dong, paket internet malam tuh bisa dibeli berkali-kali ngga ya?",@Telkomsel hello want to ask dong tuh night Internet packages can be purchased repeatedly guns yes?
131,2020-07-30 14:46:02 SE Asia Standard Time,1171905432492752896,juggernautee,"@Telkomsel @Telkomsel udah selesai blm masalah internet nya, bkin susah orang kerja aja","@Telkomsel @Telkomsel already finished blm his internet problems, bkin hard working person wrote"
133,2020-07-30 14:33:42 SE Asia Standard Time,707761506083954688,paketdatacom,kuota internet telkomsel  https://t.co/AxoGmixA6n #telkomselflash #kuotamurah #jualan #olshop #SEO #web WA 089635111111 BBM:585BE691 #pulsaonline,https://t.co/AxoGmixA6n telkomsel internet quota #telkomselflash #kuotamurah #jualan #olshop #SEO #web WA 089 635 111 111 Fuel: 585BE691 #pulsaonline
136,2020-07-30 13:56:29 SE Asia Standard Time,240258235,stefanus_setia_,"Telkomsel aneh amat, namanya paket data seluler ya buat mengakses internet ketika jauh dari WIFI, ini malah ga bisa akses apa apa duh dek -_-","Telkomsel is very strange, his name is yes for a mobile data plan to access the internet when away from WiFi, this fact can not access anything duh deck -_-"
141,2020-07-30 13:32:41 SE Asia Standard Time,495927072,azelnudes,"udah lama ga beli paket internet, sekarang telkomsel ga jelas anjir paket internetnya","already long ga buy internet packages, now telkomsel not clear Anjir internet packages"
147,2020-07-30 13:05:02 SE Asia Standard Time,3242401214,aapputra22,"Halo @Telkomsel mohon infonya dong, saya semalam beli paket internet OMG 27GB pembayaran via Ovo, tapi kok sampe saat ini paket nya belum masuk ya ?  https://t.co/4iWAeLZgqy","Hello @Telkomsel please infonya dong, my overnight buy internet packages OMG 27GB payment via Ovo, but why until now it has not entered packet huh? https://t.co/4iWAeLZgqy"
148,2020-07-30 13:00:25 SE Asia Standard Time,151104046,ndi_way,"@Telkomsel cs, Koq sy punya kuota internet lokal 14Gb tp gk bisa dipakai","@Telkomsel cs, Koq sy has local internet quota 14GB can be used tp gk"
149,2020-07-30 12:59:02 SE Asia Standard Time,1579945902,clvudiibby,"Kalian yg pake telkomsel, kuota internet lokalnya lemot bgt ga sih??","You guys who use Telkomsel, local internet quota slow bgt ga anyway ??"
153,2020-07-30 12:50:20 SE Asia Standard Time,517315551,arieldede,"@Telkomsel Berapa lama nih, Intan? Diri ini sudah kehabisan paket internet.","@Telkomsel How long ya, Intan? This self had run out of internet packages."
154,2020-07-30 12:46:00 SE Asia Standard Time,146910831,apple_plothot,@Telkomsel cek DM sis Di tambah ini mau beli paketan internet kok gak bisa ya.,@Telkomsel check sis Plus DM is going to buy internet paketan why not be yes.
155,2020-07-30 12:45:19 SE Asia Standard Time,37026576,fadilah0001,apakah @Telkomsel sedang ada gangguan? Sudah setengah jam saya berkali2 coba beli paket internet yg harian gagal terus. Sudah coba lewat mytelkomsel dan *363# gagal terus  https://t.co/awOevBQyAL,whether @Telkomsel were no distractions? Already half an hour I berkali2 try to buy daily internet package that failed to hold. Already trying to pass mytelkomsel and * 363 # fails to hold https://t.co/awOevBQyAL
156,2020-07-30 12:43:28 SE Asia Standard Time,2715027182,edy22petruk,"@Telkomsel Saya mau beli paket internet lewat my telkomsel &amp; *363# gak bisa min, ada gangguan kah?","@Telkomsel I want to buy internet packages via my telkomsel & amp; * 363 # can not min, no interference kah?"
157,2020-07-30 12:43:05 SE Asia Standard Time,785641991677718528,fendypurnamukti,"Biarin aja, @Telkomsel masih gitu-gitu aja. Belum ada perubahan status menu Pembelian Paket dari malem sampe siang bolong, internet keluarga nggak bisa dibeli. Nggak doyan duit apa ya? Apa @Telkomsel nggak butuh pelanggan?","Biarin wrote, @Telkomsel still so-so wrote. There has been no change in the status menu Purchasing Package of malem until daylight, family internet can not be bought. Not fond of money what? What @Telkomsel not need customers?"
158,2020-07-30 12:42:14 SE Asia Standard Time,519726574,kardonolimjadi,"Capek-capek melipir ke mall gara-gara mau komplain ke Grapari karena tak bisa beli paketan Internet Telkomsel. Nggak tahunya pas duduk di Starbucks sambil ngopi, paket Internet bisa kebeli pula. Kan ngehe ya, apalagi kalau ingat tadi pagi ke kantor saja nenteng 2 biji HP. 😥","Tired melipir to the mall because Grapari want to complain to because they can not buy packaged Internet Telkomsel. I tahunya fitting sit in Starbucks while coffee, Internet packages can kebeli anyway. Kan ngehe yes, especially if you remember that morning to the office only 2 seed nenteng HP. 😥"
163,2020-07-30 12:29:37 SE Asia Standard Time,1200627912279351296,axe_xavux,"Maaf @Telkomsel @telkomselflash Apakah bisa mengatasi masalah seperti ini, karena setiap mau topup kuota,selalu seperti ini, dan ujung2nya pulsa saya amblas,karena data internet masih on,tanpa kuota. Terimakasih  https://t.co/MNkXKfGHln","Sorry @Telkomsel @telkomselflash Is it possible to solve problems like this, because each would topup quota, it is always like this, and my pulse ujung2nya disappear, because the data is still on the Internet, without quotas. Thank https://t.co/MNkXKfGHln"
164,2020-07-30 12:26:36 SE Asia Standard Time,46650524,wlssnh,@Telkomsel Dari tadi coba daftar paket ekstra internet gak bisa. Ada apakah?,@Telkomsel From last try extra packet listing the Internet can not. There is?
165,2020-07-30 12:21:43 SE Asia Standard Time,1323453366,x00rb,"@Telkomsel Pake kuota ketengan kenapa ya? Kok gabisa diakses, menu kuota internet di aplikasi MyTelkomsel aja ilang ga muncul menunya. *363# juga gabisa.  https://t.co/3T2K5ab6sQ","Pake @Telkomsel quota ketengan I wonder why? Kok gabisa accessible, internet quota in the application menu MyTelkomsel ilang aja ga appeared menu. * 363 # is also gabisa. https://t.co/3T2K5ab6sQ"
170,2020-07-30 12:11:46 SE Asia Standard Time,1171905432492752896,juggernautee,"@Telkomsel @Telkomsel  woyyy udah selesai blm masalah internet nya, lemot banget nih","@Telkomsel @Telkomsel is finished pp woyyy his internet problems, slow nih"
173,2020-07-30 10:59:32 SE Asia Standard Time,816347700194988032,sumar_azza,"Selamat pagi @Telkomsel, mau tanya ini modem Rp 2.399.000 apakah sudah termasuk langganan Internet selama 1 tahun?  https://t.co/ihIEVSB7Gw","Good morning @Telkomsel, want to ask this modem Rp 2.399 million if it included Internet subscription for 1 year? https://t.co/ihIEVSB7Gw"
175,2020-07-30 10:52:14 SE Asia Standard Time,1159878174093635586,dilainharry,"@vistasandr @serlimonika @Telkomsel Cek IG kita sist, ada banyak promo kartu XL. Dari paket internet KOMBO malam, sampai KOMBO boboboi api dan air. Hanya dengan embelian 50rb anda akan menikmati Bakso mataram 2 mangkok. Jangan lupa 2rb parkir.","@vistasandr @serlimonika @Telkomsel Check our IG sist, there are lots of promo cards XL. Night combo of Internet packets, until the combo boboboi fire and water. Only by embelian 50rb you will enjoy Meatballs mataram 2 bowl. Do not forget 2k parking."
176,2020-07-30 10:43:03 SE Asia Standard Time,524216097,teknorizen,Cara Menghilangkan Internet Baik Telkomsel  https://t.co/BIkICo1p1y  https://t.co/pb7edzSQza,How to Eliminate Internet Good Telkomsel https://t.co/BIkICo1p1y https://t.co/pb7edzSQza
177,2020-07-30 10:40:47 SE Asia Standard Time,785641991677718528,fendypurnamukti,@Telkomsel drive me mad... Paket Internet Keluarga nggak bisa dibeli berjam-jam complain. Gitu-gitu aja  https://t.co/h2BiX0SmX9,@Telkomsel drive me mad ... Internet Family Package can not be bought for hours complain. So-so wrote https://t.co/h2BiX0SmX9
178,2020-07-30 10:33:25 SE Asia Standard Time,2265057168,marwanjuna,@Telkomsel Paket internet saya blm masuk min 😭,@Telkomsel my internet Package pp sign min 😭
179,2020-07-30 10:19:38 SE Asia Standard Time,101046706,santriwati_,"Telkomsel pun berharap Paket Ilmupedia E-Learning Session yang tersedia dengan harga terjangkau ini dapat memberikan kemudahan dan kenyamanan proses belajar daring, sekaligus meringankan pengeluaran untuk alokasi kuota internet sehari-hari.","Telkomsel also hope Package Ilmupedia E-Learning Session is available at an affordable price can provide ease and convenience of online learning process, as well as expenses for the allocation of quotas relieve everyday internet."
180,2020-07-30 10:16:54 SE Asia Standard Time,1239919987227127808,tribun_bogor,"Promo Internet Telkomsel untuk Belajar dari Rumah, 10 Rupiah Dapat Kuota 10 GB  https://t.co/oHVQKUBrLq lewat @tribunnews","Telkomsel's Internet Promo Learn from Home, 10 amount to 10 GB quota https://t.co/oHVQKUBrLq through @tribunnews"
181,2020-07-30 10:03:48 SE Asia Standard Time,177519367,faisalbaihaqie,"Halo @Telkomsel saya beli paket internet via mbanking untuk nomor istri saya, sms sudah masuk tapi kuota tidak bertambah. How come?","Hello @Telkomsel I buy internet packages via mBanking for my wife's number, text already entered but the quota is not increased. How come?"
182,2020-07-30 10:00:04 SE Asia Standard Time,1150442687549493249,ndanklagi,"@Telkomsel Ga udah pake emot senyum segala, ga bikin gue bisa beli ekstra kuota!!!  Ga malu apa provider paling gede tapi ada aja kendalanya? Skrang internet gue bentar lagi abis, gue ga bisa isi pulsa, gue ga bisa kerja krna lagi wfh? Bisa kasih solidi apa lu @Telkomsel ?!?!?!","Ga @Telkomsel already use emot smile all, ga makes me able to buy extra quota !!! Ga shame what most big providers but there is just the constraints? Internet skrang I briefly again Abis, I can not browse the pulse, I can not work anymore krna WFH? Can you for solidi what @Telkomsel lu?!?!?!"
184,2020-07-30 09:58:15 SE Asia Standard Time,785641991677718528,fendypurnamukti,Gimana nih.. udah berjam-jam nunggu belum bisa beli juga paket Internet Keluarga. Wahai @Telkomsel @KemenBUMN tolong deh diperbaiki segera. Udah dari malem error terus. Mytelkomsel Tiap akhir bulan kok gini terus..,How ya .. waiting for hours already can not buy also package Internet Family. O @Telkomsel @KemenBUMN please deh rectified immediately. Already from malem error continues. Mytelkomsel end of each month kok gini continue ..
186,2020-07-30 09:55:33 SE Asia Standard Time,88649923,cakfu,"@Telkomsel min, tanya apakah mulai hari ini paket internet kuota harian di Hallo Telkomsel ditiadakan?","@Telkomsel min, beginning today wondering if internet packages daily quota abolished in Telkomsel Hallo?"
192,2020-07-30 09:41:18 SE Asia Standard Time,964797378,laretimoer,"Sejak tadi malam telah memasukkan nomor voucher kuota @Telkomsel biasanya langsung masuk kuotanya tapi sampai pagi ini belum masuk, malah pulsa utama berkurang. Mohon petunjuk dari @Telkomsel supaya kuota internet bisa masuk ! Terimakasih","Since last night had to enter the voucher number @Telkomsel quota is usually directly into its quota but until this morning has not been entered, the main pulse even reduced. @Telkomsel seek guidance from the internet so that quotas can get in! Thank you"
193,2020-07-30 09:32:00 SE Asia Standard Time,1150442687549493249,ndanklagi,"Anda tuh knpa @Telkomsel ada aja bikin kzl muluk pagi2.  Ga akan pernah bosen ngingetin orang2 JANGAN PERNAH GANTI HALO KARENA SERIBET ITU!!!  Selama wfh ada aja ribetnya!!!  Fix this in 1 hour, I need to buy additional internet package soon!!!  https://t.co/2f7H31mBVX","You there aja tuh knpa @Telkomsel make grandiose kzl pagi2. Ga never bored remind orang2 NEVER CHANGE SERIBET HALO BECAUSE IT !!! As long as there is just ribetnya WFH !!! Fix this in 1 hour, I need to buy additional internet package soon !!! https://t.co/2f7H31mBVX"
194,2020-07-30 09:19:47 SE Asia Standard Time,394491948,dahhbujuug,"Sblm isi pulsa byk pilihan paket bulanan di app my telkomsel, Abis isi pulsa ilang semua tuh pilihan paket bulanan.. Adanya pkt combo sakti yang harganya 148k keatas.. Udah nyoba ke *363# pas milih internet bulanan langsung ke close. Disuruh beli paket yg mahal gitu?  @Telkomsel  https://t.co/l6uLgQZQpW","Prev pulse content BYK monthly package options in the app my Telkomsel, ilang all the content of credit Abis tuh monthly package selection acc .. The existence of powerful combo that costs 148k and above .. Already tried to * 363 # pas choose monthly internet straight to close. Told to buy expensive packages that so? @Telkomsel https://t.co/l6uLgQZQpW"
